family,trace_dir,model,response_model,policy,variant,budget_CU,run_index,started_utc,finished_utc,steps,spent_CU,winner,winner_correct,pair_decision_correct,reachability_correct,full_decision_correct,CU_to_first_correct_winner,CU_to_stable_correct_winner,CU_to_full_decision,unnecessary_CU_fraction,decision_regret_USD_t,break_even_estimate,break_even_rel_error,action_errors,infra_retries,malformed_turns,tokens_prompt,tokens_completion,why_stop,narrow_window_built
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r6_c1_20260909T124745Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,6,20260909T124745Z,2026-09-09T12:48:54.514083+00:00,13,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,42005,6291,"agent STOP: Stopping rule satisfied: candidate_13 is a feasible optimized lowest-cost incumbent; all other candidates are either optimized challengers (candidate_04, candidate_05) or screened as dominated by the declared lower-activity-and-higher-price rule; the highest-activity candidate candidate_04 differs f",1
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r7_c1_20260909T124856Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,7,20260909T124856Z,2026-09-09T12:50:18.685761+00:00,10,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,1,53306,8427,"agent STOP: Stopping rule satisfied. S1: a feasible optimized lowest-cost candidate exists, candidate_13. S2: no unresolved candidates remain, because candidate_04 and candidate_05 were optimized and are more expensive, while all other candidates are screened as lower activity and higher price than candidate_13",0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r8_c1_20260909T125021Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,8,20260909T125021Z,2026-09-09T12:51:29.503720+00:00,12,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,40703,7378,agent STOP: Stopping rule satisfied. Candidate_13 is a feasible optimized lowest-cost incumbent; every other candidate is either optimized and more expensive or screened by the declared dominance rule; candidate_04 parity/reachability has been executed and classified unreachable. Remaining 7 CU cannot pay for m,0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r9_c1_20260909T125132Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,9,20260909T125132Z,2026-09-09T12:53:01.282863+00:00,13,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,1,75957,9312,"agent STOP: Stopping rule satisfied. Candidate_13 is feasible and lowest cost among all optimized non-screened candidates; all remaining candidates are screened by the declared lower-activity-and-higher-price rule. The highest-activity candidate, candidate_04, differs from the industrial choice, but its require",0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r10_c1_20260909T125303Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,10,20260909T125303Z,2026-09-09T12:54:24.639213+00:00,11,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,1,53894,8353,"agent STOP: Stopping rule satisfied: candidate_13 is feasible and lowest cost; every candidate is either optimized or screened by the declared rule; the highest-activity candidate candidate_04 differs from the winner but BACKWARD and TEST_REACHABILITY were executed, giving an unreachable activity-only parity re",0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r11_c1_20260909T125426Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,11,20260909T125426Z,2026-09-09T12:55:25.996998+00:00,13,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,1,46248,7098,agent STOP: Stopping rule satisfied: S1 candidate_13 is feasible and currently lowest-cost; S2 no unresolved candidates remain because candidate_04 and candidate_05 were optimized and all other candidates are screened by lower activity plus higher metal price relative to candidate_13; S3 highest-activity candid,1
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r12_c1_20260909T125528Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,12,20260909T125528Z,2026-09-09T12:56:35.293831+00:00,13,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,35482,7608,"agent STOP: Stopping rule satisfied: S1 feasible current lowest-cost candidate identified; S2 no unresolved candidate remains because every candidate is optimized or screened by the declared rule; S3 highest-activity parity and reachability classified. Remaining budget cannot afford MC or model-validity checks,",0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r13_c1_20260909T125638Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,13,20260909T125638Z,2026-09-09T12:57:53.782961+00:00,13,216.0,Fe,1,1,1,1,155.0,155.0,216.0,0.13425925925925927,0.0,201.2234429878986,9.887116682761115e-16,0,0,1,55450,7774,agent STOP: Stopping rule is satisfied: S1 feasible optimized incumbent exists; S2 no unresolved candidates remain because all unscreened candidates were optimized and all others are screened by the declared lower-activity/higher-price rule; S3 parity and reachability for the highest-activity nonwinner candidat,0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r14_c1_20260909T125756Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,14,20260909T125756Z,2026-09-09T12:59:15.803603+00:00,12,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,47189,8072,agent STOP: Stopping rule satisfied: S1 feasible current lowest-cost candidate identified (candidate_13); S2 no unresolved candidates remain because candidate_04 and candidate_05 were optimized and all other candidates are screened by lower activity and higher metal price relative to candidate_13; S3 highest-ac,0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r15_c1_20260909T125918Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,15,20260909T125918Z,2026-09-09T13:00:29.670632+00:00,13,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,48816,8107,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 no unresolved candidate remains because candidate_04 and candidate_05 were optimized and all other candidates are screened by the declared lower-activity-and-higher-price rule relative to candidate_13; S3 completed becau,0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r16_c1_20260909T130031Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,16,20260909T130031Z,2026-09-09T13:01:58.294541+00:00,12,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,54563,8160,agent STOP: Stopping rule satisfied: S1 candidate_13 is a feasible optimized lowest-cost candidate; S2 no unresolved candidates remain because candidate_04 and candidate_05 were optimized and all others are screened by the declared activity/price dominance rule; S3 the highest-activity candidate_04 differs from,0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r17_c1_20260909T130201Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,17,20260909T130201Z,2026-09-09T13:03:46.554273+00:00,13,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,1,101467,10414,"agent STOP: Stopping rule permits stop: feasible lowest-cost candidate identified, all candidates optimized or screened by declared rule, and highest-activity nonwinner parity/reachability classified. Remaining affordable actions would not plausibly change the nominal industrial decision; higher-value validity/",0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r18_c1_20260909T130349Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,18,20260909T130349Z,2026-09-09T13:05:11.606174+00:00,13,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,44527,9218,agent STOP: S1/S2/S3 satisfied: a feasible lowest-cost candidate is identified; all candidates are optimized or screened by the declared dominance rule; the highest-activity nonwinner has a quantified activity parity requirement and reachability classification. Remaining affordable actions would not plausibly c,0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B225_r19_c1_20260909T130514Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,225.0,19,20260909T130514Z,2026-09-09T13:06:32.074573+00:00,13,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,43840,8049,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 no unresolved candidates after optimizing candidate_04/candidate_05 and screening all lower-activity higher-price candidates relative to candidate_13; S3 completed with BACKWARD and TEST_REACHABILITY for highest-activity,0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B250_r0_c1_20260909T123910Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,0,20260909T123910Z,2026-09-09T12:41:03.209911+00:00,15,249.0,Fe,1,1,1,1,155.0,155.0,216.0,0.11646586345381527,0.0,201.2234429878986,9.887116682761115e-16,0,0,1,101922,11989,"agent STOP: Stopped because S1, S2, and S3 are satisfied. All candidates are either optimized or screened by the declared rule; the highest-activity non-winner candidate_04 has a quantified parity requirement and reachability classification. Remaining budget cannot pay for further meaningful checks such as mode",0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B250_r1_c1_20260909T124105Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,1,20260909T124105Z,2026-09-09T12:42:39.278078+00:00,14,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,55923,9746,agent STOP: Stopping rule satisfied: S1 candidate_13 is feasible and optimized as current lowest-cost candidate; S2 all other candidates are optimized or screened by the declared lower-activity-and-higher-price rule relative to candidate_13; S3 highest-activity candidate_04 has BACKWARD parity and TEST_REACHABI,0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B250_r2_c1_20260909T124242Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,2,20260909T124242Z,2026-09-09T12:44:11.756256+00:00,13,247.0,Fe,1,1,1,1,155.0,155.0,247.0,0.23481781376518218,0.0,201.2234429878986,9.887116682761115e-16,0,0,1,54811,8492,"agent STOP: Stopped because S1 is satisfied, S3 is satisfied, and no affordable remaining action can resolve the only S2 gap. Remaining budget cannot pay for OPTIMIZE_PROCESS(candidate_05) or CHECK_MODEL_VALIDITY dominance, each requiring about 28 CU. Affordable actions had negligible expected value for changin",0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B250_r3_c1_20260909T124413Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,3,20260909T124413Z,2026-09-09T12:45:43.812602+00:00,13,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,59337,9247,agent STOP: S1-S3 are satisfied. The remaining candidates are either optimized or screened by the declared lower-activity/higher-price rule against candidate_13. Required parity and reachability analysis for the highest-activity candidate was completed and found unreachable. Additional affordable checks would o,0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B250_r4_c1_20260909T124545Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,4,20260909T124545Z,2026-09-09T12:47:17.955408+00:00,14,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,1,56716,9309,"agent STOP: Stopping rule satisfied: candidate_13 is a feasible optimized lowest-cost candidate; all other candidates were either optimized exactly or screened by the declared lower-activity/higher-price dominance rule; candidate_04, the highest-activity candidate, was assessed for activity-only cost parity and",0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B250_r5_c1_20260909T124720Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,5,20260909T124720Z,2026-09-09T12:48:47.038053+00:00,13,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,41180,8955,agent STOP: Stopping rule satisfied: S1 feasible current lowest-cost candidate identified; S2 all candidates either optimized or screened by declared lower-activity-and-higher-price rule relative to candidate_13; S3 highest-activity candidate candidate_04 differs from winner and BACKWARD plus TEST_REACHABILITY ,0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B250_r6_c1_20260909T124850Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,6,20260909T124850Z,2026-09-09T12:50:09.548013+00:00,14,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,52190,7920,agent STOP: S1-S3 satisfied and remaining expected decision value is below threshold.,0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B250_r7_c1_20260909T125012Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,7,20260909T125012Z,2026-09-09T12:51:24.798626+00:00,15,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,36263,8361,agent STOP: Stopping rule allows stop: a feasible current lowest-cost candidate exists; all other candidates are either optimized and higher cost or screened by the declared lower-activity/higher-price dominance rule; highest-activity candidate parity and reachability have been computed and classified unreachab,0
C1,DISCOVER_BOUNDARY_C1\runs\gpt-5.5-2026-04-23\traces\anonymous\E_llm_agent_anonymous_B250_r8_c1_20260909T125127Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,250.0,8,20260909T125127Z,2026-09-09T12:52:47.982809+00:00,14,218.0,Fe,1,1,1,1,155.0,155.0,218.0,0.13302752293577982,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,54473,8419,agent STOP: Stopping rule satisfied: S1 feasible current lowest-cost candidate exists; S2 every candidate is optimized or screened by the declared rule; S3 highest-activity candidate differs from the winner and BACKWARD plus TEST_REACHABILITY classified parity as unreachable. Further affordable checks have low ,0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B200_r0_20260906T020423Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,200.0,0,20260906T020423Z,2026-09-06T02:04:32.873305+00:00,7,184.0,,0,0,0,0,,,,0.31521739130434784,inf,,,3,0,0,12068,1444,budget_exhausted (3 consecutive unaffordable actions),1
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B200_r1_20260906T020434Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,200.0,1,20260906T020434Z,2026-09-06T02:04:44.206750+00:00,8,198.0,Fe,1,0,0,0,140.0,140.0,,0.29292929292929293,0.0,,,3,0,0,13282,1335,budget_exhausted (3 consecutive unaffordable actions),0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B200_r2_20260906T020446Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,200.0,2,20260906T020446Z,2026-09-06T02:05:06.021992+00:00,7,198.0,Fe,1,0,0,0,140.0,140.0,,0.29292929292929293,0.0,,,1,0,0,40949,3206,"agent STOP: Remaining budget was only 2 CU. The remaining unresolved candidates would require additional optimization, but the low-cost plausible challengers already screened were infeasible. The highest-activity candidate was not established, so S3 cannot be completed; however, no affordable action had meaning",0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B200_r3_20260906T020508Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,200.0,3,20260906T020508Z,2026-09-06T02:05:29.953829+00:00,9,187.0,Fe,1,1,1,1,155.0,155.0,187.0,0.0,0.0,201.2234429878986,9.887116682761115e-16,2,0,1,57903,3581,agent STOP: Stopping rule satisfied and no additional action is decision-relevant.,0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B200_r4_20260906T020532Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,200.0,4,20260906T020532Z,2026-09-06T02:05:57.032839+00:00,11,184.0,Fe,1,1,0,0,155.0,155.0,,0.0,0.0,,,4,0,1,78384,3884,agent STOP: ,0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B250_r0_20260906T020559Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,250.0,0,20260906T020559Z,2026-09-06T02:06:05.865751+00:00,8,227.0,Ru,0,0,0,0,,,,0.3832599118942731,6.738890111189868,,,3,0,0,7123,1074,budget_exhausted (3 consecutive unaffordable actions),0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B250_r1_20260906T020608Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,250.0,1,20260906T020608Z,2026-09-06T02:06:33.084812+00:00,10,189.0,Fe,1,1,1,1,140.0,140.0,189.0,0.0,0.0,201.2234429878986,9.887116682761115e-16,0,0,0,71002,4540,"agent STOP: The stopping rule is satisfied in the decision-relevant sense: a feasible lowest-cost candidate exists (candidate_13), the highest-activity candidate differs from it and has been fully assessed by BACKWARD plus TEST_REACHABILITY, and exact dominance/model-validity information confirms the leader is ",0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B250_r2_20260906T020635Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,250.0,2,20260906T020635Z,2026-09-06T02:06:56.213201+00:00,16,189.0,Fe,1,1,1,1,155.0,155.0,189.0,0.0,0.0,201.2234429878986,9.887116682761115e-16,8,0,0,72772,3623,"agent STOP: Stopping rule satisfied under the available evidence: a feasible lowest-cost candidate exists, the relevant highest-activity-vs-lowest-cost pair has been exactly analyzed, and the intrinsic-activity parity requirement for the highest-activity candidate is unreachable on the frozen manifold. Addition",0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B250_r3_20260906T020658Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,250.0,3,20260906T020658Z,2026-09-06T02:07:08.899336+00:00,13,242.0,,0,0,0,0,,,,0.4793388429752066,inf,,,3,0,1,39221,932,"agent STOP: No feasible optimized candidate was identified within the available compute budget. The full-process window was built, and several promising low-price / high-activity candidates were optimized, but each tested candidate was infeasible because no state satisfied the 90 m3 bed-volume limit. Remaining ",0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-mini\traces\anonymous\E_llm_agent_anonymous_B250_r4_20260906T020711Z,gpt-5.4-mini-2026-03-17,gpt-5.4-mini-2026-03-17,E_llm_agent,anonymous,250.0,4,20260906T020711Z,2026-09-06T02:07:33.341418+00:00,8,227.0,Fe,1,0,0,0,140.0,140.0,,0.3832599118942731,0.0,,,1,0,1,55368,4028,"agent STOP: The remaining budget is insufficient for further meaningful optimization: OPTIMIZE_PROCESS costs 29 CU per candidate, which exceeds the 23 CU left. Since the only remaining affordable actions would not reliably resolve the industrial decision risk, stopping is required by the budget constraint.",0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\anonymous\E_llm_agent_anonymous_B200_r0_20260906T020414Z,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,E_llm_agent,anonymous,200.0,0,20260906T020414Z,2026-09-06T02:04:20.847073+00:00,8,184.0,,0,0,0,0,,,,0.31521739130434784,inf,,,3,0,0,17490,318,budget_exhausted (3 consecutive unaffordable actions),0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\anonymous\E_llm_agent_anonymous_B200_r1_20260906T020423Z,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,E_llm_agent,anonymous,200.0,1,20260906T020423Z,2026-09-06T02:04:41.411952+00:00,8,184.0,,0,0,0,0,,,,0.31521739130434784,inf,,,1,0,1,39665,2257,agent STOP: Budget exhausted; stopping rule reached due to lack of affordable admissible actions with meaningful decision value remaining.,0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\anonymous\E_llm_agent_anonymous_B200_r2_20260906T020443Z,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,E_llm_agent,anonymous,200.0,2,20260906T020443Z,2026-09-06T02:04:47.591628+00:00,8,184.0,,0,0,0,0,,,,0.31521739130434784,inf,,,3,0,0,13474,246,budget_exhausted (3 consecutive unaffordable actions),0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\anonymous\E_llm_agent_anonymous_B200_r3_20260906T020449Z,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,E_llm_agent,anonymous,200.0,3,20260906T020449Z,2026-09-06T02:04:55.802859+00:00,9,184.0,,0,0,0,0,,,,0.31521739130434784,inf,,,3,0,0,25272,369,budget_exhausted (3 consecutive unaffordable actions),0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\anonymous\E_llm_agent_anonymous_B200_r4_20260906T020458Z,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,E_llm_agent,anonymous,200.0,4,20260906T020458Z,2026-09-06T02:05:03.778005+00:00,8,184.0,Fe,1,0,0,0,184.0,184.0,,0.15760869565217392,0.0,,,3,0,0,23539,291,budget_exhausted (3 consecutive unaffordable actions),0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\anonymous\E_llm_agent_anonymous_B250_r0_20260906T020505Z,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,E_llm_agent,anonymous,250.0,0,20260906T020505Z,2026-09-06T02:05:23.903270+00:00,14,242.0,Fe,1,0,0,0,242.0,242.0,,0.359504132231405,0.0,,,5,0,1,58319,1791,"agent STOP: Budget exhausted after partial optimization; remaining unresolved candidates (candidate_04, candidate_05) could not be optimized, so S2/S3 cannot be fully verified, and BACKWARD/TEST_REACHABILITY cannot be completed for the highest-activity vs lowest-cost pair.",0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\anonymous\E_llm_agent_anonymous_B250_r1_20260906T020526Z,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,E_llm_agent,anonymous,250.0,1,20260906T020526Z,2026-09-06T02:05:35.026340+00:00,13,242.0,Ru,0,0,0,0,,,,0.359504132231405,6.738890111189868,,,5,0,0,29078,566,budget_exhausted (3 consecutive unaffordable actions),0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\anonymous\E_llm_agent_anonymous_B250_r2_20260906T020537Z,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,E_llm_agent,anonymous,250.0,2,20260906T020537Z,2026-09-06T02:05:55.295932+00:00,11,242.0,Fe,1,1,0,0,213.0,213.0,,0.2396694214876033,0.0,,,2,0,1,66627,1595,agent STOP: Budget exhausted; remaining unresolved candidate(s) include candidate_05 (not optimized). Highest-activity candidate parity/reachability not fully classified because BACKWARD/TEST_REACHABILITY could not be afforded after OPTIMIZE_PROCESS calls.,0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\anonymous\E_llm_agent_anonymous_B250_r3_20260906T020557Z,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,E_llm_agent,anonymous,250.0,3,20260906T020557Z,2026-09-06T02:06:05.836954+00:00,11,242.0,Fe,1,0,0,0,242.0,242.0,,0.359504132231405,0.0,,,3,0,0,31631,395,budget_exhausted (3 consecutive unaffordable actions),0
V1_historical,DISCOVER_CROSS_MODEL_V1\gpt-5.4-nano\traces\anonymous\E_llm_agent_anonymous_B250_r4_20260906T020608Z,gpt-5.4-nano-2026-03-17,gpt-5.4-nano-2026-03-17,E_llm_agent,anonymous,250.0,4,20260906T020608Z,2026-09-06T02:06:37.663092+00:00,11,242.0,Fe,1,0,0,0,213.0,213.0,,0.359504132231405,0.0,,,2,0,1,70381,3451,"agent STOP: Budget exhausted mid-way: OPTIMIZE_PROCESS(candidate_04) could not run (needed 29 CU, remaining 8 CU). A feasible optimized candidate exists (candidate_13), so we stop under the budget constraint.",0
V1_historical,DISCOVER_FORMAL_RUNS_V1\traces\anonymous\E_llm_agent_anonymous_B200_r0_20260905T181137Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,200.0,0,20260905T181137Z,2026-09-05T18:14:18.125151+00:00,26,147.0,Fe,1,1,1,1,29.0,29.0,160.0,0.047619047619047616,0.0,201.22344298790065,1.1158317399116116e-14,0,0,0,168744,16773,"agent STOP: S1, S2, and S3 are satisfied; further affordable actions have low expected decision value and are unlikely to alter the industrial candidate.",1
V1_historical,DISCOVER_FORMAL_RUNS_V1\traces\anonymous\E_llm_agent_anonymous_B200_r1_20260905T181420Z,gpt-5.5-2026-04-23,gpt-5.5-2026-04-23,E_llm_agent,anonymous,200.0,1,20260905T181420Z,2026-09-05T18:16:44.211387+00:00,16,198.0,Fe,1,1,1,1,52.0,52.0,198.0,0.04040404040404041,0.0,12.671722784041886,0.9370266078550104,0,0,1,109211,13992,"agent STOP: Stopping is allowed because S1, S2, and S3 are satisfied. The remaining affordable actions have low expected value for changing the deterministic industrial decision; high-pressure edge risk for the highest-activity challenger was explicitly tested and did not overturn the ranking.",1
